match type,wk,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Group stage,2,Wed,5/31/23,19:00 (22:00),Wave,0.4,0–3,1.6,Reign,"9,763",Snapdragon Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/e229e7d5/San-Diego-Wave-OL-Reign-May-31-2023-NWSL-Challenge-Cup,e229e7d5
Group stage,2,Wed,5/31/23,19:30 (22:30),Thorns,2.6,3–2,1,Angel City,"16,429",Providence Park,Adorae Monroy,Match Report,https://fbref.com/en/matches/fa838384/Portland-Thorns-FC-Angel-City-FC-May-31-2023-NWSL-Challenge-Cup,fa838384
Group stage,3,Wed,6/14/23,19:30,Spirit,1.3,1–2,1.9,Courage,"5,778",Audi Field,Mathew Corrigan,Match Report,https://fbref.com/en/matches/9cd54811/Washington-Spirit-North-Carolina-Courage-June-14-2023-NWSL-Challenge-Cup,9cd54811
Group stage,3,Wed,6/14/23,19:00 (20:00),Current,2.2,4–0,0.5,Red Stars,"8,226",Children's Mercy Park,Shawn Tehini,Match Report,https://fbref.com/en/matches/7c21b4c6/Kansas-City-Current-Chicago-Red-Stars-June-14-2023-NWSL-Challenge-Cup,7c21b4c6
Group stage,3,Wed,6/14/23,20:00,Louisville,2.6,3–0,0.5,Dash,"4,983",Lynn Family Stadium,John Griggs,Match Report,https://fbref.com/en/matches/4a41b9cc/Racing-Louisville-Houston-Dash-June-14-2023-NWSL-Challenge-Cup,4a41b9cc
Group stage,3,Wed,6/28/23,19:30 (22:30),Angel City,1.7,2–1,0.4,Wave,"13,648",BMO Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/14d99e42/Angel-City-FC-San-Diego-Wave-June-28-2023-NWSL-Challenge-Cup,14d99e42
Group stage,3,Wed,6/28/23,19:30 (22:30),Thorns,0.9,0–1,1,Reign,"16,252",Providence Park,Matthew Thompson,Match Report,https://fbref.com/en/matches/23954a43/Portland-Thorns-FC-OL-Reign-June-28-2023-NWSL-Challenge-Cup,23954a43
Group stage,4,Fri,7/21/23,19:00,Louisville,2.8,2–0,0.8,Red Stars,"5,499",Lynn Family Stadium,Nabil Bensalah,Match Report,https://fbref.com/en/matches/907eb79c/Racing-Louisville-Chicago-Red-Stars-July-21-2023-NWSL-Challenge-Cup,907eb79c
Group stage,4,Sat,7/22/23,19:00,Courage,2.2,6–0,1,Spirit,"4,063",Sahlen's Stadium at WakeMed Soccer Park,Thomas Snyder,Match Report,https://fbref.com/en/matches/7aa8dbb7/North-Carolina-Courage-Washington-Spirit-July-22-2023-NWSL-Challenge-Cup,7aa8dbb7
Group stage,4,Fri,7/21/23,19:30 (22:30),Thorns,3.3,4–1,1.2,Wave,"16,393",Providence Park,Ricardo Fierro,Match Report,https://fbref.com/en/matches/4d47a98b/Portland-Thorns-FC-San-Diego-Wave-July-21-2023-NWSL-Challenge-Cup,4d47a98b
Group stage,4,Sat,7/22/23,19:00 (20:00),Current,1.9,3–1,0.8,Dash,"11,014",Children's Mercy Park,Laura Rodriguez,Match Report,https://fbref.com/en/matches/7b8a2deb/Kansas-City-Current-Houston-Dash-July-22-2023-NWSL-Challenge-Cup,7b8a2deb
Group stage,4,Sun,7/23/23,19:00,Pride,0.6,1–3,1.5,Gotham FC,"4,051",Exploria Stadium,Shawn Tehini,Match Report,https://fbref.com/en/matches/2bd69279/Orlando-Pride-Gotham-FC-July-23-2023-NWSL-Challenge-Cup,2bd69279
Group stage,5,Fri,7/28/23,19:00,Spirit,1.3,4–2,1.1,Gotham FC,"4,732",Audi Field,Danielle Chesky,Match Report,https://fbref.com/en/matches/c0e04bc8/Washington-Spirit-Gotham-FC-July-28-2023-NWSL-Challenge-Cup,c0e04bc8
Group stage,5,Sat,7/29/23,19:00,Courage,3.5,5–0,0.3,Pride,"3,543",Sahlen's Stadium at WakeMed Soccer Park,Greg Dopka,Match Report,https://fbref.com/en/matches/6f5bbb39/North-Carolina-Courage-Orlando-Pride-July-29-2023-NWSL-Challenge-Cup,6f5bbb39
Group stage,5,Fri,7/28/23,19:00 (22:00),Reign,1.1,1–0,0.4,Wave,"7,513",Lumen Field,Alyssa Nichols,Match Report,https://fbref.com/en/matches/09f3121e/OL-Reign-San-Diego-Wave-July-28-2023-NWSL-Challenge-Cup,09f3121e
Group stage,5,Sat,7/29/23,19:00 (22:00),Angel City,1.5,2–1,1.9,Thorns,"13,154",BMO Stadium,Brandon Stevis,Match Report,https://fbref.com/en/matches/caf64d89/Angel-City-FC-Portland-Thorns-FC-July-29-2023-NWSL-Challenge-Cup,caf64d89
Group stage,5,Sat,7/29/23,19:00 (20:00),Red Stars,1,0–0,1.3,Current,"2,959",SeatGeek Stadium,Abdou Ndiaye,Match Report,https://fbref.com/en/matches/276ca70d/Chicago-Red-Stars-Kansas-City-Current-July-29-2023-NWSL-Challenge-Cup,276ca70d
Group stage,5,Sat,7/29/23,19:30 (20:30),Dash,0.6,1–0,1.2,Louisville,"2,587",Shell Energy Stadium,Gerald Flores,Match Report,https://fbref.com/en/matches/9f2f3d48/Houston-Dash-Racing-Louisville-July-29-2023-NWSL-Challenge-Cup,9f2f3d48
Group stage,6,Fri,8/4/23,19:00,Pride,1.9,0–1,0.3,Spirit,"3,661",Exploria Stadium,Brad Jensen,Match Report,https://fbref.com/en/matches/a9fb7f83/Orlando-Pride-Washington-Spirit-August-4-2023-NWSL-Challenge-Cup,a9fb7f83
Group stage,6,Sat,8/5/23,16:30 (19:30),Wave,1.4,1–1,1.1,Angel City,"14,408",Snapdragon Stadium,Elijio Arreguin,Match Report,https://fbref.com/en/matches/ac9e20a5/San-Diego-Wave-Angel-City-FC-August-5-2023-NWSL-Challenge-Cup,ac9e20a5
Group stage,6,Sat,8/5/23,19:30,Gotham FC,0.8,2–0,0.8,Courage,"3,004",Red Bull Arena,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/3b03fa77/Gotham-FC-North-Carolina-Courage-August-5-2023-NWSL-Challenge-Cup,3b03fa77
Group stage,6,Sun,8/6/23,15:00 (18:00),Reign,1.1,0–0,0.4,Thorns,"12,061",Lumen Field,Mathew Corrigan,Match Report,https://fbref.com/en/matches/f16c843b/OL-Reign-Portland-Thorns-FC-August-6-2023-NWSL-Challenge-Cup,f16c843b
Group stage,6,Sat,8/5/23,19:00 (20:00),Current,1.2,3–0,0.6,Louisville,"9,321",Children's Mercy Park,Jon Freemon,Match Report,https://fbref.com/en/matches/32fb4d07/Kansas-City-Current-Racing-Louisville-August-5-2023-NWSL-Challenge-Cup,32fb4d07
Group stage,6,Sat,8/5/23,19:00 (20:00),Red Stars,3.2,3–0,0.5,Dash,"3,137",SeatGeek Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/7a097c88/Chicago-Red-Stars-Houston-Dash-August-5-2023-NWSL-Challenge-Cup,7a097c88
Group stage,3,Wed,8/9/23,19:30,Gotham FC,1.2,1–1,1,Pride,"2,038",Red Bull Arena,Jeremy Scheer,Match Report,https://fbref.com/en/matches/d4d39b88/Gotham-FC-Orlando-Pride-August-9-2023-NWSL-Challenge-Cup,d4d39b88
Semifinals,,Wed,9/6/23,19:00 (20:00),Current,1,0–1,1.2,Courage,"4,590",Children's Mercy Park,Anya Voigt,Match Report,https://fbref.com/en/matches/2efb993b/Kansas-City-Current-North-Carolina-Courage-September-6-2023-NWSL-Challenge-Cup,2efb993b
Semifinals,,Wed,9/6/23,19:00 (22:00),Reign,1.4,0–1,0.7,Louisville,"3,906",Lumen Field,Natalie Simon,Match Report,https://fbref.com/en/matches/bcb0e7fb/OL-Reign-Racing-Louisville-September-6-2023-NWSL-Challenge-Cup,bcb0e7fb
Final,,Sat,9/9/23,13:30,Courage,1.2,2–0,1.1,Louisville,"3,088",Sahlen's Stadium at WakeMed Soccer Park,Alex Billeter,Match Report,https://fbref.com/en/matches/2b8f9b59/North-Carolina-Courage-Racing-Louisville-September-9-2023-NWSL-Challenge-Cup,2b8f9b59
