match type,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sat,5/14/22,18:30,Pride,1.5,2–2,1.8,Current,"3,511",Exploria Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/c21023d3/Orlando-Pride-Kansas-City-Current-May-14-2022-NWSL,c21023d3
Regular Season,Fri,5/13/22,19:30 (22:30),Thorns,1.1,0–0,0.8,Reign,"14,496",Providence Park,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/6b40342d/Portland-Thorns-FC-OL-Reign-May-13-2022-NWSL,6b40342d
Regular Season,Sun,5/15/22,14:00 (17:00),Wave,2.7,2–1,0.4,Red Stars,"5,000",Torero Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/738c8155/San-Diego-Wave-Chicago-Red-Stars-May-15-2022-NWSL,738c8155
Regular Season,Sun,5/15/22,17:00,Spirit,0.7,0–1,0.5,Angel City,"7,433",Audi Field,Anya Voigt,Match Report,https://fbref.com/en/matches/3263eda1/Washington-Spirit-Angel-City-FC-May-15-2022-NWSL,3263eda1
Regular Season,Sat,5/14/22,20:00,Louisville,1,1–1,0.9,Dash,,Lynn Family Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/8cbb2226/Racing-Louisville-Houston-Dash-May-14-2022-NWSL,8cbb2226
Regular Season,Wed,5/18/22,19:00,Courage,0.5,1–2,1,Pride,"3,084",Sahlen's Stadium at WakeMed Soccer Park,Mark Allatin,Match Report,https://fbref.com/en/matches/fa7dd928/North-Carolina-Courage-Orlando-Pride-May-18-2022-NWSL,fa7dd928
Regular Season,Wed,5/18/22,19:30,Louisville,0.4,1–0,0.7,Wave,,Lynn Family Stadium,Joshua Encarnacion,Match Report,https://fbref.com/en/matches/f86f4464/Racing-Louisville-San-Diego-Wave-May-18-2022-NWSL,f86f4464
Regular Season,Wed,5/18/22,19:00 (22:00),Thorns,1.4,1–1,1.6,Spirit,"9,876",Providence Park,Brad Jensen,Match Report,https://fbref.com/en/matches/78dfd534/Portland-Thorns-FC-Washington-Spirit-May-18-2022-NWSL,78dfd534
Regular Season,Sat,5/21/22,15:00 (18:00),Thorns,1.2,0–2,1.1,Dash,"14,842",Providence Park,Michael Radchuk,Match Report,https://fbref.com/en/matches/6d2bfcb4/Portland-Thorns-FC-Houston-Dash-May-21-2022-NWSL,6d2bfcb4
Regular Season,Sun,5/22/22,14:00,Courage,0.8,0–1,0.9,Wave,"6,070",Sahlen's Stadium at WakeMed Soccer Park,Alyssa Nichols,Match Report,https://fbref.com/en/matches/aa2740ad/North-Carolina-Courage-San-Diego-Wave-May-22-2022-NWSL,aa2740ad
Regular Season,Sun,5/22/22,15:00 (18:00),Reign,1.8,0–0,0.5,Spirit,"5,846",Lumen Field,Samantha Martinez,Match Report,https://fbref.com/en/matches/d03a38f0/OL-Reign-Washington-Spirit-May-22-2022-NWSL,d03a38f0
Regular Season,Sun,5/22/22,17:00,Gotham FC,1.2,0–1,1,Louisville,"2,672",Red Bull Arena,Thomas Snyder,Match Report,https://fbref.com/en/matches/a5c17409/Gotham-FC-Racing-Louisville-May-22-2022-NWSL,a5c17409
Regular Season,Sun,5/22/22,19:00,Pride,1,2–4,2.7,Red Stars,,Exploria Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/29fe6e81/Orlando-Pride-Chicago-Red-Stars-May-22-2022-NWSL,29fe6e81
Regular Season,Sat,5/21/22,19:30 (22:30),Angel City,0.9,1–0,0.5,Current,"18,514",Banc of California Stadium,Ricardo Fierro,Match Report,https://fbref.com/en/matches/d8723f81/Angel-City-FC-Kansas-City-Current-May-21-2022-NWSL,d8723f81
Regular Season,Wed,5/25/22,19:00 (22:00),Reign,1.8,1–0,0.3,Current,"3,944",Lumen Field,Adorae Monroy,Match Report,https://fbref.com/en/matches/30a56302/OL-Reign-Kansas-City-Current-May-25-2022-NWSL,30a56302
Regular Season,Fri,5/27/22,19:00,Pride,0.9,2–2,1.1,Spirit,"3,586",Exploria Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/ecf1eace/Orlando-Pride-Washington-Spirit-May-27-2022-NWSL,ecf1eace
Regular Season,Sun,5/29/22,12:00 (15:00),Reign,1.8,1–0,0.3,Wave,"5,712",Lumen Field,Brandon Stevis,Match Report,https://fbref.com/en/matches/d82ff5bb/OL-Reign-San-Diego-Wave-May-29-2022-NWSL,d82ff5bb
Regular Season,Sun,5/29/22,18:00 (19:00),Dash,1.4,1–1,0.4,Courage,"4,852",PNC Stadium,Mathew Corrigan,Match Report,https://fbref.com/en/matches/f811c8da/Houston-Dash-North-Carolina-Courage-May-29-2022-NWSL,f811c8da
Regular Season,Sat,5/28/22,19:00 (20:00),Red Stars,1,2–2,0.9,Thorns,"3,268",SeatGeek Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/c4cf4c77/Chicago-Red-Stars-Portland-Thorns-FC-May-28-2022-NWSL,c4cf4c77
Regular Season,Mon,5/30/22,14:00 (15:00),Current,1,1–0,1.1,Louisville,"6,484",Children's Mercy Park,Danielle Chesky,Match Report,https://fbref.com/en/matches/abcac375/Kansas-City-Current-Racing-Louisville-May-30-2022-NWSL,abcac375
Regular Season,Sun,5/29/22,17:00 (20:00),Angel City,1.4,0–1,0.5,Gotham FC,"18,784",Banc of California Stadium,Malik Badawi,Match Report,https://fbref.com/en/matches/6d4482cd/Angel-City-FC-Gotham-FC-May-29-2022-NWSL,6d4482cd
Regular Season,Wed,6/1/22,19:30,Spirit,1.5,1–1,1.9,Red Stars,"1,961",Segra Field,Adam Kilpatrick,Match Report,https://fbref.com/en/matches/07c4cb97/Washington-Spirit-Chicago-Red-Stars-June-1-2022-NWSL,07c4cb97
Regular Season,Sat,6/4/22,14:00 (15:00),Red Stars,0.9,1–0,0.2,Reign,"3,002",SeatGeek Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/49c13c3e/Chicago-Red-Stars-OL-Reign-June-4-2022-NWSL,49c13c3e
Regular Season,Sat,6/4/22,19:00,Gotham FC,1.5,1–0,0.3,Spirit,"6,433",Red Bull Arena,John Griggs,Match Report,https://fbref.com/en/matches/00c0613d/Gotham-FC-Washington-Spirit-June-4-2022-NWSL,00c0613d
Regular Season,Fri,6/3/22,19:30 (20:30),Dash,1.7,5–0,0.9,Pride,"6,073",PNC Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/57a8dbcd/Houston-Dash-Orlando-Pride-June-3-2022-NWSL,57a8dbcd
Regular Season,Fri,6/3/22,19:30 (22:30),Thorns,1.8,3–0,0.9,Angel City,"14,493",Providence Park,Elton Garcia,Match Report,https://fbref.com/en/matches/760ee362/Portland-Thorns-FC-Angel-City-FC-June-3-2022-NWSL,760ee362
Regular Season,Sat,6/4/22,19:30 (20:30),Current,1.2,2–2,1.9,Wave,"7,954",Children's Mercy Park,Kevin Broadley,Match Report,https://fbref.com/en/matches/551050e9/Kansas-City-Current-San-Diego-Wave-June-4-2022-NWSL,551050e9
Regular Season,Sat,6/4/22,20:00,Louisville,0.7,0–3,0.8,Courage,"5,738",Lynn Family Stadium,Eric Tattersall,Match Report,https://fbref.com/en/matches/2f262298/Racing-Louisville-North-Carolina-Courage-June-4-2022-NWSL,2f262298
Regular Season,Tue,6/7/22,19:00 (22:00),Angel City,1.5,0–0,1.3,Dash,"16,739",Banc of California Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/7033f01f/Angel-City-FC-Houston-Dash-June-7-2022-NWSL,7033f01f
Regular Season,Wed,6/8/22,19:00 (22:00),Wave,1.9,2–2,1.7,Thorns,"6,100",Torero Stadium,Mark Allatin,Match Report,https://fbref.com/en/matches/7ba32c5e/San-Diego-Wave-Portland-Thorns-FC-June-8-2022-NWSL,7ba32c5e
Regular Season,Wed,6/8/22,19:00 (20:00),Red Stars,0.8,0–0,1.3,Spirit,"2,312",SeatGeek Stadium,Calin Radosav,Match Report,https://fbref.com/en/matches/9dd1cfff/Chicago-Red-Stars-Washington-Spirit-June-8-2022-NWSL,9dd1cfff
Regular Season,Sat,6/11/22,19:00,Spirit,2.2,2–3,1.9,Courage,"4,236",Segra Field,Jeremy Scheer,Match Report,https://fbref.com/en/matches/a3f62efc/Washington-Spirit-North-Carolina-Courage-June-11-2022-NWSL,a3f62efc
Regular Season,Sun,6/12/22,14:00 (17:00),Wave,1.4,1–1,0.8,Reign,"5,000",Torero Stadium,Calin Radosav,Match Report,https://fbref.com/en/matches/a7979881/San-Diego-Wave-OL-Reign-June-12-2022-NWSL,a7979881
Regular Season,Sun,6/12/22,17:00 (18:00),Red Stars,1.1,1–0,0.6,Pride,"3,881",SeatGeek Stadium,Alyssa Nichols,Match Report,https://fbref.com/en/matches/905f3edd/Chicago-Red-Stars-Orlando-Pride-June-12-2022-NWSL,905f3edd
Regular Season,Sun,6/12/22,18:00 (19:00),Dash,0.5,0–4,2.6,Thorns,,PNC Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/7f334b6a/Houston-Dash-Portland-Thorns-FC-June-12-2022-NWSL,7f334b6a
Regular Season,Sat,6/11/22,19:30 (20:30),Current,1.3,1–0,0.9,Gotham FC,"5,695",Children's Mercy Park,Samantha Martinez,Match Report,https://fbref.com/en/matches/c19cffe0/Kansas-City-Current-Gotham-FC-June-11-2022-NWSL,c19cffe0
Regular Season,Sat,6/11/22,20:00,Louisville,2.4,2–3,2.1,Angel City,"6,139",Lynn Family Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/2e0f3783/Racing-Louisville-Angel-City-FC-June-11-2022-NWSL,2e0f3783
Regular Season,Fri,6/17/22,19:30,Spirit,3.1,2–2,0.7,Louisville,"2,790",Segra Field,Matthew Franz,Match Report,https://fbref.com/en/matches/b3da318b/Washington-Spirit-Racing-Louisville-June-17-2022-NWSL,b3da318b
Regular Season,Sun,6/19/22,12:00 (15:00),Thorns,4.1,6–0,0.8,Pride,"16,185",Providence Park,Samantha Martinez,Match Report,https://fbref.com/en/matches/bd8e3769/Portland-Thorns-FC-Orlando-Pride-June-19-2022-NWSL,bd8e3769
Regular Season,Sun,6/19/22,16:00,Gotham FC,1.3,0–3,1.3,Wave,"7,145",Red Bull Arena,Alyssa Nichols,Match Report,https://fbref.com/en/matches/de8dd876/Gotham-FC-San-Diego-Wave-June-19-2022-NWSL,de8dd876
Regular Season,Sun,6/19/22,17:00,Courage,1.6,3–4,0.7,Dash,"4,117",Sahlen's Stadium at WakeMed Soccer Park,Alex Billeter,Match Report,https://fbref.com/en/matches/23b85cf2/North-Carolina-Courage-Houston-Dash-June-19-2022-NWSL,23b85cf2
Regular Season,Sat,6/18/22,19:00 (22:00),Reign,1.6,1–0,0.5,Angel City,"6,367",Lumen Field,Karen Callado,Match Report,https://fbref.com/en/matches/d307f386/OL-Reign-Angel-City-FC-June-18-2022-NWSL,d307f386
Regular Season,Sat,6/18/22,19:30 (20:30),Current,0.7,2–2,1.5,Red Stars,"6,848",Children's Mercy Park,John Griggs,Match Report,https://fbref.com/en/matches/e15b2aa1/Kansas-City-Current-Chicago-Red-Stars-June-18-2022-NWSL,e15b2aa1
Regular Season,Fri,7/1/22,19:00 (22:00),Reign,1.6,2–0,0.6,Courage,"7,519",Lumen Field,Brad Jensen,Match Report,https://fbref.com/en/matches/1890f4e1/OL-Reign-North-Carolina-Courage-July-1-2022-NWSL,1890f4e1
Regular Season,Sat,7/2/22,19:00,Gotham FC,1.9,0–3,1.8,Red Stars,"3,499",Red Bull Arena,Mathew Corrigan,Match Report,https://fbref.com/en/matches/5ac75852/Gotham-FC-Chicago-Red-Stars-July-2-2022-NWSL,5ac75852
Regular Season,Fri,7/1/22,19:30 (20:30),Dash,1,1–2,1.7,Current,"5,007",PNC Stadium,Elton Garcia,Match Report,https://fbref.com/en/matches/a3875ee5/Houston-Dash-Kansas-City-Current-July-1-2022-NWSL,a3875ee5
Regular Season,Fri,7/1/22,19:30 (22:30),Angel City,1.5,1–1,1.4,Thorns,"17,492",Banc of California Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/d2ace308/Angel-City-FC-Portland-Thorns-FC-July-1-2022-NWSL,d2ace308
Regular Season,Sun,7/3/22,14:00 (17:00),Wave,1.9,2–1,0.5,Spirit,"6,000",Torero Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/92eadf30/San-Diego-Wave-Washington-Spirit-July-3-2022-NWSL,92eadf30
Regular Season,Sun,7/3/22,20:00,Pride,0.9,2–2,1.2,Louisville,"7,573",Daytona International Speedway Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/196ef6a6/Orlando-Pride-Racing-Louisville-July-3-2022-NWSL,196ef6a6
Regular Season,Fri,7/8/22,19:00,Pride,0.7,1–0,0.8,Dash,,Exploria Stadium,Natalie Simon,Match Report,https://fbref.com/en/matches/9cd9f193/Orlando-Pride-Houston-Dash-July-8-2022-NWSL,9cd9f193
Regular Season,Fri,7/8/22,20:00,Louisville,1.9,1–2,0.9,Gotham FC,"5,771",Lynn Family Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/71ea0b36/Racing-Louisville-Gotham-FC-July-8-2022-NWSL,71ea0b36
Regular Season,Sun,7/10/22,15:00 (18:00),Reign,0.9,2–2,1.8,Thorns,"9,032",Lumen Field,Mark Allatin,Match Report,https://fbref.com/en/matches/405bcfe5/OL-Reign-Portland-Thorns-FC-July-10-2022-NWSL,405bcfe5
Regular Season,Sun,7/10/22,17:00 (18:00),Red Stars,2.5,2–2,1.3,Courage,"4,098",SeatGeek Stadium,Alyssa Nichols,Match Report,https://fbref.com/en/matches/1cdd8ceb/Chicago-Red-Stars-North-Carolina-Courage-July-10-2022-NWSL,1cdd8ceb
Regular Season,Sun,7/10/22,17:00,Spirit,1.9,0–1,0.9,Current,"2,932",Segra Field,Adorae Monroy,Match Report,https://fbref.com/en/matches/0a49c452/Washington-Spirit-Kansas-City-Current-July-10-2022-NWSL,0a49c452
Regular Season,Sat,7/9/22,19:30 (22:30),Angel City,0.7,2–1,1.8,Wave,"22,000",Banc of California Stadium,Brad Jensen,Match Report,https://fbref.com/en/matches/050beb70/Angel-City-FC-San-Diego-Wave-July-9-2022-NWSL,050beb70
Regular Season,Fri,7/15/22,19:00 (22:00),Wave,1.7,0–0,2.2,Louisville,"4,747",Torero Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/9a19607b/San-Diego-Wave-Racing-Louisville-July-15-2022-NWSL,9a19607b
Regular Season,Sun,7/17/22,17:00,Spirit,1.3,0–0,0.5,Pride,,Audi Field,Alyssa Nichols,Match Report,https://fbref.com/en/matches/493fdd35/Washington-Spirit-Orlando-Pride-July-17-2022-NWSL,493fdd35
Regular Season,Sun,7/17/22,18:00 (19:00),Current,2.1,1–0,1.1,Reign,,Children's Mercy Park,Alex Billeter,Match Report,https://fbref.com/en/matches/865cc949/Kansas-City-Current-OL-Reign-July-17-2022-NWSL,865cc949
Regular Season,Sat,7/16/22,19:30 (22:30),Thorns,2,5–0,0.2,Gotham FC,"16,870",Providence Park,Elijio Arreguin,Match Report,https://fbref.com/en/matches/d81140c7/Portland-Thorns-FC-Gotham-FC-July-16-2022-NWSL,d81140c7
Regular Season,Sat,7/16/22,19:30 (20:30),Dash,1.2,4–1,2.4,Red Stars,"4,637",PNC Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/3aaa5674/Houston-Dash-Chicago-Red-Stars-July-16-2022-NWSL,3aaa5674
Regular Season,Fri,7/29/22,19:30,Courage,2.9,3–3,1.8,Spirit,"5,211",Sahlen's Stadium at WakeMed Soccer Park,John Griggs,Match Report,https://fbref.com/en/matches/00d409f0/North-Carolina-Courage-Washington-Spirit-July-29-2022-NWSL,00d409f0
Regular Season,Fri,7/29/22,20:00,Louisville,0.9,1–2,1.6,Thorns,"7,089",Lynn Family Stadium,Alyssa Nichols,Match Report,https://fbref.com/en/matches/fa678a5b/Racing-Louisville-Portland-Thorns-FC-July-29-2022-NWSL,fa678a5b
Regular Season,Sun,7/31/22,17:00,Gotham FC,1.5,2–4,2,Dash,"5,631",Red Bull Arena,Adorae Monroy,Match Report,https://fbref.com/en/matches/741b0176/Gotham-FC-Houston-Dash-July-31-2022-NWSL,741b0176
Regular Season,Sun,7/31/22,18:00 (19:00),Current,1.9,2–2,0.7,Pride,"7,192",Children's Mercy Park,Greg Dopka,Match Report,https://fbref.com/en/matches/90d46a63/Kansas-City-Current-Orlando-Pride-July-31-2022-NWSL,90d46a63
Regular Season,Sat,7/30/22,19:00 (20:00),Red Stars,2.3,0–1,0.8,Wave,"23,951",Soldier Field,Danielle Chesky,Match Report,https://fbref.com/en/matches/fa5fc923/Chicago-Red-Stars-San-Diego-Wave-July-30-2022-NWSL,fa5fc923
Regular Season,Sat,7/30/22,19:30 (22:30),Angel City,1.5,2–3,2.5,Reign,,Banc of California Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/3134af50/Angel-City-FC-OL-Reign-July-30-2022-NWSL,3134af50
Regular Season,Tue,8/2/22,20:00,Louisville,0.4,1–1,2.1,Reign,"5,107",Lynn Family Stadium,Laura Rodriguez,Match Report,https://fbref.com/en/matches/5bae48a8/Racing-Louisville-OL-Reign-August-2-2022-NWSL,5bae48a8
Regular Season,Fri,8/5/22,19:30 (22:30),Thorns,2.6,3–3,3.3,Courage,"17,139",Providence Park,Natalie Simon,Match Report,https://fbref.com/en/matches/2a3907da/Portland-Thorns-FC-North-Carolina-Courage-August-5-2022-NWSL,2a3907da
Regular Season,Fri,8/5/22,20:00,Louisville,1.2,1–1,1.2,Spirit,"5,364",Lynn Family Stadium,Rebecca Pagan,Match Report,https://fbref.com/en/matches/9739f8b2/Racing-Louisville-Washington-Spirit-August-5-2022-NWSL,9739f8b2
Regular Season,Sun,8/7/22,14:00 (17:00),Wave,0.3,1–2,1.6,Current,,Torero Stadium,Samantha Martinez,Match Report,https://fbref.com/en/matches/954dc444/San-Diego-Wave-Kansas-City-Current-August-7-2022-NWSL,954dc444
Regular Season,Sun,8/7/22,15:00 (18:00),Reign,0.9,1–2,1.3,Dash,"7,252",Lumen Field,Danielle Chesky,Match Report,https://fbref.com/en/matches/01c06596/OL-Reign-Houston-Dash-August-7-2022-NWSL,01c06596
Regular Season,Sun,8/7/22,17:00 (18:00),Red Stars,1.7,2–0,0.2,Gotham FC,"5,078",SeatGeek Stadium,Kevin Broadley,Match Report,https://fbref.com/en/matches/092880c6/Chicago-Red-Stars-Gotham-FC-August-7-2022-NWSL,092880c6
Regular Season,Sun,8/7/22,19:00,Pride,1.6,2–2,0.7,Angel City,"4,904",Exploria Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/86ff8eb0/Orlando-Pride-Angel-City-FC-August-7-2022-NWSL,86ff8eb0
Regular Season,Wed,8/10/22,19:30,Spirit,2.7,1–2,2.2,Thorns,"3,037",Segra Field,Jeremy Scheer,Match Report,https://fbref.com/en/matches/ba56fd29/Washington-Spirit-Portland-Thorns-FC-August-10-2022-NWSL,ba56fd29
Regular Season,Fri,8/12/22,19:30 (20:30),Dash,1,0–0,0.1,Louisville,"5,279",PNC Stadium,Katja Koroleva,Match Report,https://fbref.com/en/matches/9f485801/Houston-Dash-Racing-Louisville-August-12-2022-NWSL,9f485801
Regular Season,Sun,8/14/22,12:00 (15:00),Reign,2.8,4–1,0.6,Gotham FC,,Lumen Field,Mathew Corrigan,Match Report,https://fbref.com/en/matches/fd132aad/OL-Reign-Gotham-FC-August-14-2022-NWSL,fd132aad
Regular Season,Sat,8/13/22,19:30 (22:30),Wave,1.9,0–1,1.1,Pride,"4,418",Torero Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/a11b4b90/San-Diego-Wave-Orlando-Pride-August-13-2022-NWSL,a11b4b90
Regular Season,Sat,8/13/22,20:00,Courage,1.9,3–4,1.6,Current,"5,092",Sahlen's Stadium at WakeMed Soccer Park,Anya Voigt,Match Report,https://fbref.com/en/matches/82e19107/North-Carolina-Courage-Kansas-City-Current-August-13-2022-NWSL,82e19107
Regular Season,Sun,8/14/22,17:00 (20:00),Angel City,1.4,1–0,0.8,Red Stars,"17,002",Banc of California Stadium,Mark Allatin,Match Report,https://fbref.com/en/matches/a6f87cc7/Angel-City-FC-Chicago-Red-Stars-August-14-2022-NWSL,a6f87cc7
Regular Season,Wed,8/17/22,19:30 (20:30),Dash,0.7,2–1,1,Gotham FC,"4,753",PNC Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/13f3f51b/Houston-Dash-Gotham-FC-August-17-2022-NWSL,13f3f51b
Regular Season,Sat,8/20/22,19:00,Courage,2.7,4–0,1.3,Red Stars,"3,571",Sahlen's Stadium at WakeMed Soccer Park,Thomas Snyder,Match Report,https://fbref.com/en/matches/22e27112/North-Carolina-Courage-Chicago-Red-Stars-August-20-2022-NWSL,22e27112
Regular Season,Fri,8/19/22,19:00 (20:00),Current,2,1–1,0.3,Angel City,"10,395",Children's Mercy Park,Ricardo Fierro,Match Report,https://fbref.com/en/matches/2b781d4b/Kansas-City-Current-Angel-City-FC-August-19-2022-NWSL,2b781d4b
Regular Season,Sat,8/20/22,19:00,Gotham FC,1.6,1–2,1.7,Pride,"4,107",Subaru Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/06ab0c2f/Gotham-FC-Orlando-Pride-August-20-2022-NWSL,06ab0c2f
Regular Season,Sat,8/20/22,19:00 (22:00),Wave,1.1,3–1,0.9,Dash,"5,281",Torero Stadium,Brad Jensen,Match Report,https://fbref.com/en/matches/3b78b4e3/San-Diego-Wave-Houston-Dash-August-20-2022-NWSL,3b78b4e3
Regular Season,Wed,8/24/22,19:00,Courage,1.7,3–1,0.9,Thorns,"3,114",Sahlen's Stadium at WakeMed Soccer Park,Karen Callado,Match Report,https://fbref.com/en/matches/f7b7339e/North-Carolina-Courage-Portland-Thorns-FC-August-24-2022-NWSL,f7b7339e
Regular Season,Fri,8/26/22,19:30,Pride,0.5,1–2,2.3,Reign,"4,588",Exploria Stadium,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/6d1ac525/Orlando-Pride-OL-Reign-August-26-2022-NWSL,6d1ac525
Regular Season,Sat,8/27/22,19:30,Louisville,0.6,0–4,1.9,Red Stars,"8,729",Lynn Family Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/65e106ba/Racing-Louisville-Chicago-Red-Stars-August-27-2022-NWSL,65e106ba
Regular Season,Sun,8/28/22,17:00,Gotham FC,1.7,1–3,1.1,Angel City,,Red Bull Arena,Brandon Stevis,Match Report,https://fbref.com/en/matches/a91bbbb0/Gotham-FC-Angel-City-FC-August-28-2022-NWSL,a91bbbb0
Regular Season,Sun,8/28/22,18:00 (19:00),Current,2.2,3–2,1.3,Courage,"7,395",Children's Mercy Park,Malik Badawi,Match Report,https://fbref.com/en/matches/aad3923c/Kansas-City-Current-North-Carolina-Courage-August-28-2022-NWSL,aad3923c
Regular Season,Sat,8/27/22,19:30 (20:30),Dash,1.9,2–2,0.8,Spirit,"5,031",PNC Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/b3167d42/Houston-Dash-Washington-Spirit-August-27-2022-NWSL,b3167d42
Regular Season,Sat,8/27/22,19:30 (22:30),Thorns,0.5,0–2,0.6,Wave,"18,624",Providence Park,Eric Tattersall,Match Report,https://fbref.com/en/matches/75f0fb1c/Portland-Thorns-FC-San-Diego-Wave-August-27-2022-NWSL,75f0fb1c
Regular Season,Sun,9/4/22,17:00,Gotham FC,1.4,0–1,1.5,Courage,"2,070",Red Bull Arena,Armando Villarreal,Match Report,https://fbref.com/en/matches/42244271/Gotham-FC-North-Carolina-Courage-September-4-2022-NWSL,42244271
Regular Season,Fri,9/9/22,19:00,Pride,0.8,0–2,1.6,Thorns,,Exploria Stadium,Thomas Snyder,Match Report,https://fbref.com/en/matches/d2a41760/Orlando-Pride-Portland-Thorns-FC-September-9-2022-NWSL,d2a41760
Regular Season,Sat,9/10/22,13:00,Spirit,1.6,4–3,2.9,Wave,,Audi Field,Karen Callado,Match Report,https://fbref.com/en/matches/7d44ebcb/Washington-Spirit-San-Diego-Wave-September-10-2022-NWSL,7d44ebcb
Regular Season,Sat,9/10/22,19:00,Courage,3,5–1,0.3,Louisville,,Sahlen's Stadium at WakeMed Soccer Park,Samantha Martinez,Match Report,https://fbref.com/en/matches/0b2deba6/North-Carolina-Courage-Racing-Louisville-September-10-2022-NWSL,0b2deba6
Regular Season,Fri,9/9/22,19:00 (22:00),Reign,3.3,2–2,1.9,Red Stars,"7,427",Lumen Field,Allen Chapman,Match Report,https://fbref.com/en/matches/3e4549a4/OL-Reign-Chicago-Red-Stars-September-9-2022-NWSL,3e4549a4
Regular Season,Sun,9/11/22,18:00 (19:00),Dash,1.5,1–1,1.4,Angel City,"5,927",PNC Stadium,Jonathan Simmons,Match Report,https://fbref.com/en/matches/9d3550a1/Houston-Dash-Angel-City-FC-September-11-2022-NWSL,9d3550a1
