match type,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,Sun,9/10/17,18:00,Sky Blue FC,1–2,Spirit,"2,008",The Soccer/Lacrosse Stadium at Yurcak Fi...,Becky Pagan,Match Report,https://fbref.com/en/matches/666e71f1/Sky-Blue-FC-Washington-Spirit-September-10-2017-NWSL,666e71f1
Regular Season,Sat,9/23/17,15:30,Pride,0–0,Thorns,"7,353",Orlando City Stadium,Chris Spivey,Match Report,https://fbref.com/en/matches/137224e9/Orlando-Pride-Portland-Thorns-FC-September-23-2017-NWSL,137224e9
Regular Season,Sat,9/23/17,19:00,Spirit,0–3,Boston Breakers,"3,475",Maureen Hendricks Field at Maryland Socc...,Luis Guardia,Match Report,https://fbref.com/en/matches/f4b7003b/Washington-Spirit-Boston-Breakers-September-23-2017-NWSL,f4b7003b
Regular Season,Sun,9/24/17,18:00,Sky Blue FC,1–1,Courage,"2,690",The Soccer/Lacrosse Stadium at Yurcak Fi...,Lorant Varga,Match Report,https://fbref.com/en/matches/083cf4ad/Sky-Blue-FC-North-Carolina-Courage-September-24-2017-NWSL,083cf4ad
Regular Season,Sat,9/23/17,19:30 (20:30),Dash,2–3,Red Stars,"6,707",BBVA Compass Stadium,Marco Vega,Match Report,https://fbref.com/en/matches/4b7edd1f/Houston-Dash-Chicago-Red-Stars-September-23-2017-NWSL,4b7edd1f
Regular Season,Sun,9/24/17,18:00 (21:00),Reign,0–1,Kansas City,"4,991",Seattle High School Memorial Stadium,Karen Abt,Match Report,https://fbref.com/en/matches/0a035412/Seattle-Reign-FC-FC-Kansas-City-September-24-2017-NWSL,0a035412
Regular Season,Wed,9/27/17,19:00 (20:00),Dash,0–4,Courage,"2,905",BBVA Compass Stadium,Michael Radchuk,Match Report,https://fbref.com/en/matches/fa841c55/Houston-Dash-North-Carolina-Courage-September-27-2017-NWSL,fa841c55
Regular Season,Sat,9/30/17,12:30 (15:30),Thorns,3–1,Red Stars,"21,144",Providence Park,Elvis Osmanovic,Match Report,https://fbref.com/en/matches/8dd983d8/Portland-Thorns-FC-Chicago-Red-Stars-September-30-2017-NWSL,8dd983d8
Regular Season,Sat,9/30/17,19:00,Boston Breakers,3–4,Sky Blue FC,"3,497",Jordan Field,Karen Abt,Match Report,https://fbref.com/en/matches/0c666b52/Boston-Breakers-Sky-Blue-FC-September-30-2017-NWSL,0c666b52
Regular Season,Sat,9/30/17,19:00,Spirit,2–3,Reign,"3,780",Maureen Hendricks Field at Maryland Socc...,Robinson Khongsai,Match Report,https://fbref.com/en/matches/f2348044/Washington-Spirit-Seattle-Reign-FC-September-30-2017-NWSL,f2348044
Regular Season,Sat,9/30/17,19:30,Courage,2–3,Pride,"7,020",WakeMed Soccer Park,Farhad Dadkho,Match Report,https://fbref.com/en/matches/7b27fb60/North-Carolina-Courage-Orlando-Pride-September-30-2017-NWSL,7b27fb60
Regular Season,Sun,10/1/17,17:00 (18:00),Kansas City,1–1,Dash,"1,312",Swope Soccer Village Main Field,Lukasz Szpala,Match Report,https://fbref.com/en/matches/277a7676/FC-Kansas-City-Houston-Dash-October-1-2017-NWSL,277a7676
Semifinals,Sat,10/7/17,12:30 (15:30),Thorns,4–1,Pride,"18,193",Providence Park,Tim Ford,Match Report,https://fbref.com/en/matches/6ff3d866/Portland-Thorns-FC-Orlando-Pride-October-7-2017-NWSL,6ff3d866
Semifinals,Sun,10/8/17,15:30,Courage,1–0,Red Stars,"10,017",WakeMed Soccer Park,Ramy Touchan,Match Report,https://fbref.com/en/matches/c91958d4/North-Carolina-Courage-Chicago-Red-Stars-October-8-2017-NWSL,c91958d4
Final,Sat,10/14/17,16:30,Courage,0–1,Thorns,"8,124",Orlando City Stadium (Neutral Site),Robinson Khongsai,Match Report,https://fbref.com/en/matches/5206d9f2/North-Carolina-Courage-Portland-Thorns-FC-October-14-2017-NWSL,5206d9f2
