match type,wk,Day,Date,Time,Home,xg_home,Score,xg_away,Away,Attendance,Venue,Referee,Match Report,Match URL,Match ID
Regular Season,9,Fri,5/26/23,19:00 (22:00),Wave,1.3,1–1,2.1,Thorns,"18,130",Snapdragon Stadium,Elton Garcia,Match Report,https://fbref.com/en/matches/85f65da4/San-Diego-Wave-Portland-Thorns-FC-May-26-2023-NWSL,85f65da4
Regular Season,9,Fri,5/26/23,19:00 (20:00),Current,0.5,0–2,0.7,Dash,"9,897",Children's Mercy Park,Alyssa Nichols,Match Report,https://fbref.com/en/matches/8c81b41c/Kansas-City-Current-Houston-Dash-May-26-2023-NWSL,8c81b41c
Regular Season,9,Sun,5/28/23,17:00,Spirit,0.7,1–1,0.9,Gotham FC,"11,545",Audi Field,Karen Callado,Match Report,https://fbref.com/en/matches/809a38d9/Washington-Spirit-Gotham-FC-May-28-2023-NWSL,809a38d9
Regular Season,9,Sat,5/27/23,19:00 (20:00),Red Stars,0.5,1–0,2.3,Pride,"5,646",SeatGeek Stadium,Rebecca Pagan,Match Report,https://fbref.com/en/matches/dcce831d/Chicago-Red-Stars-Orlando-Pride-May-27-2023-NWSL,dcce831d
Regular Season,9,Sat,5/27/23,20:00,Louisville,2.3,1–2,0.9,Courage,"5,874",Lynn Family Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/2b8626c8/Racing-Louisville-North-Carolina-Courage-May-27-2023-NWSL,2b8626c8
Regular Season,10,Sat,6/3/23,17:00 (20:00),Reign,1.5,0–2,2,Thorns,"42,054",Lumen Field,Brad Jensen,Match Report,https://fbref.com/en/matches/4fc7c81b/OL-Reign-Portland-Thorns-FC-June-3-2023-NWSL,4fc7c81b
Regular Season,10,Sun,6/4/23,18:00,Gotham FC,0.8,0–1,1.5,Wave,"15,058",Red Bull Arena,Eric Tattersall,Match Report,https://fbref.com/en/matches/efd663a7/Gotham-FC-San-Diego-Wave-June-4-2023-NWSL,efd663a7
Regular Season,10,Sat,6/3/23,19:30 (20:30),Dash,1.2,2–0,1.4,Pride,"4,863",Shell Energy Stadium,Adam Kilpatrick,Match Report,https://fbref.com/en/matches/26ad3f02/Houston-Dash-Orlando-Pride-June-3-2023-NWSL,26ad3f02
Regular Season,10,Sat,6/3/23,19:30 (20:30),Current,0.9,1–0,0.7,Courage,"10,294",Children's Mercy Park,John Griggs,Match Report,https://fbref.com/en/matches/b785dc25/Kansas-City-Current-North-Carolina-Courage-June-3-2023-NWSL,b785dc25
Regular Season,10,Sat,6/3/23,20:00,Spirit,2.6,1–1,1.3,Louisville,"8,515",Audi Field,Rebecca Pagan,Match Report,https://fbref.com/en/matches/75cae5a2/Washington-Spirit-Racing-Louisville-June-3-2023-NWSL,75cae5a2
Regular Season,10,Mon,6/5/23,19:00 (22:00),Angel City,1.5,1–2,0.5,Red Stars,"16,682",BMO Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/799c6310/Angel-City-FC-Chicago-Red-Stars-June-5-2023-NWSL,799c6310
Regular Season,11,Sat,6/10/23,19:00,Spirit,2,2–1,2.2,Angel City,"10,032",Audi Field,Alyssa Nichols,Match Report,https://fbref.com/en/matches/84320d5c/Washington-Spirit-Angel-City-FC-June-10-2023-NWSL,84320d5c
Regular Season,11,Fri,6/9/23,20:00,Louisville,0.6,0–0,1.1,Wave,"6,753",Lynn Family Stadium,Adorae Monroy,Match Report,https://fbref.com/en/matches/ac1441ed/Racing-Louisville-San-Diego-Wave-June-9-2023-NWSL,ac1441ed
Regular Season,11,Sun,6/11/23,18:00 (19:00),Dash,1.7,1–1,1.3,Gotham FC,"5,827",Shell Energy Stadium,Alex Billeter,Match Report,https://fbref.com/en/matches/bb5b4d67/Houston-Dash-Gotham-FC-June-11-2023-NWSL,bb5b4d67
Regular Season,11,Sun,6/11/23,19:00,Pride,1.2,3–1,1.8,Thorns,"7,319",Exploria Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/9243d508/Orlando-Pride-Portland-Thorns-FC-June-11-2023-NWSL,9243d508
Regular Season,11,Sat,6/10/23,19:00 (20:00),Red Stars,1.2,0–5,2.3,Courage,"3,541",SeatGeek Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/aa5de61c/Chicago-Red-Stars-North-Carolina-Courage-June-10-2023-NWSL,aa5de61c
Regular Season,11,Sat,6/10/23,19:00 (22:00),Reign,2,2–1,0.6,Current,"8,271",Lumen Field,Elijio Arreguin,Match Report,https://fbref.com/en/matches/2a629ec8/OL-Reign-Kansas-City-Current-June-10-2023-NWSL,2a629ec8
Regular Season,12,Sat,6/17/23,13:00 (16:00),Wave,0.8,1–2,0.8,Angel City,"25,515",Snapdragon Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/70633eda/San-Diego-Wave-Angel-City-FC-June-17-2023-NWSL,70633eda
Regular Season,12,Sat,6/17/23,19:00,Courage,1.7,3–0,0.8,Pride,"4,014",Sahlen's Stadium at WakeMed Soccer Park,Calin Radosav,Match Report,https://fbref.com/en/matches/0a18ef58/North-Carolina-Courage-Orlando-Pride-June-17-2023-NWSL,0a18ef58
Regular Season,12,Sun,6/18/23,16:00,Louisville,1.8,2–0,1.1,Gotham FC,"5,103",Lynn Family Stadium,Rebecca Pagan,Match Report,https://fbref.com/en/matches/800d40e3/Racing-Louisville-Gotham-FC-June-18-2023-NWSL,800d40e3
Regular Season,12,Sun,6/18/23,17:00 (18:00),Red Stars,1.6,2–3,2.3,Thorns,"3,655",SeatGeek Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/382cc9a5/Chicago-Red-Stars-Portland-Thorns-FC-June-18-2023-NWSL,382cc9a5
Regular Season,12,Sun,6/18/23,18:00 (19:00),Current,2.4,2–3,1.2,Spirit,"9,644",Children's Mercy Park,Natalie Simon,Match Report,https://fbref.com/en/matches/19671f44/Kansas-City-Current-Washington-Spirit-June-18-2023-NWSL,19671f44
Regular Season,12,Sat,6/17/23,19:30 (20:30),Dash,1.6,0–0,0.9,Reign,"8,128",Shell Energy Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/faedb1cf/Houston-Dash-OL-Reign-June-17-2023-NWSL,faedb1cf
Regular Season,13,Sat,6/24/23,19:00,Pride,1.9,1–2,1.2,Current,"6,473",Exploria Stadium,Eric Tattersall,Match Report,https://fbref.com/en/matches/cb2cf7c8/Orlando-Pride-Kansas-City-Current-June-24-2023-NWSL,cb2cf7c8
Regular Season,13,Sat,6/24/23,19:00,Courage,1,1–0,0.6,Louisville,"4,041",Sahlen's Stadium at WakeMed Soccer Park,Elton Garcia,Match Report,https://fbref.com/en/matches/231fb934/North-Carolina-Courage-Racing-Louisville-June-24-2023-NWSL,231fb934
Regular Season,13,Fri,6/23/23,19:30 (22:30),Thorns,1.4,4–2,1.9,Spirit,"20,254",Providence Park,Katja Koroleva,Match Report,https://fbref.com/en/matches/6bf69bec/Portland-Thorns-FC-Washington-Spirit-June-23-2023-NWSL,6bf69bec
Regular Season,13,Sun,6/25/23,17:30,Gotham FC,0.9,2–1,1.3,Red Stars,"5,601",Red Bull Arena,Mathew Corrigan,Match Report,https://fbref.com/en/matches/cf8ab658/Gotham-FC-Chicago-Red-Stars-June-25-2023-NWSL,cf8ab658
Regular Season,13,Sat,6/24/23,19:00 (22:00),Wave,1,1–2,0.7,Reign,"22,682",Snapdragon Stadium,Natalie Simon,Match Report,https://fbref.com/en/matches/e094b273/San-Diego-Wave-OL-Reign-June-24-2023-NWSL,e094b273
Regular Season,13,Sun,6/25/23,17:00 (20:00),Angel City,1.4,0–0,1.1,Dash,"22,000",BMO Stadium,Sergii Demianchuk,Match Report,https://fbref.com/en/matches/87ec8077/Angel-City-FC-Houston-Dash-June-25-2023-NWSL,87ec8077
Regular Season,14,Sat,7/1/23,12:30 (15:30),Reign,0.6,2–2,0.9,Louisville,"7,495",Lumen Field,Alex Billeter,Match Report,https://fbref.com/en/matches/873ded94/OL-Reign-Racing-Louisville-July-1-2023-NWSL,873ded94
Regular Season,14,Sat,7/1/23,19:00,Spirit,0.7,0–3,1.2,Pride,"8,901",Audi Field,Anya Voigt,Match Report,https://fbref.com/en/matches/42354974/Washington-Spirit-Orlando-Pride-July-1-2023-NWSL,42354974
Regular Season,14,Sat,7/1/23,19:30,Courage,0.9,1–0,0.9,Dash,"4,387",Sahlen's Stadium at WakeMed Soccer Park,Rebecca Pagan,Match Report,https://fbref.com/en/matches/51c088f0/North-Carolina-Courage-Houston-Dash-July-1-2023-NWSL,51c088f0
Regular Season,14,Sun,7/2/23,17:30,Gotham FC,1.3,0–0,0.8,Angel City,"4,991",Red Bull Arena,Calin Radosav,Match Report,https://fbref.com/en/matches/ef2ef72c/Gotham-FC-Angel-City-FC-July-2-2023-NWSL,ef2ef72c
Regular Season,14,Sat,7/1/23,19:00 (22:00),Thorns,1.3,0–1,1.1,Current,"17,796",Providence Park,Tori Penso,Match Report,https://fbref.com/en/matches/d2bd367f/Portland-Thorns-FC-Kansas-City-Current-July-1-2023-NWSL,d2bd367f
Regular Season,14,Sat,7/1/23,19:00 (20:00),Red Stars,1.4,1–0,1.5,Wave,"5,698",SeatGeek Stadium,Thomas Snyder,Match Report,https://fbref.com/en/matches/557b86ec/Chicago-Red-Stars-San-Diego-Wave-July-1-2023-NWSL,557b86ec
Regular Season,15,Fri,7/7/23,19:00,Pride,1.7,1–0,0.3,Reign,"6,424",Exploria Stadium,John Griggs,Match Report,https://fbref.com/en/matches/8f0b38be/Orlando-Pride-OL-Reign-July-7-2023-NWSL,8f0b38be
Regular Season,15,Fri,7/7/23,19:30 (20:30),Dash,0.6,0–1,1.3,Red Stars,"4,892",Shell Energy Stadium,Alyssa Nichols,Match Report,https://fbref.com/en/matches/6ef26dfb/Houston-Dash-Chicago-Red-Stars-July-7-2023-NWSL,6ef26dfb
Regular Season,15,Fri,7/7/23,20:00,Louisville,1.7,2–1,1.2,Current,"5,097",Lynn Family Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/2a94c73f/Racing-Louisville-Kansas-City-Current-July-7-2023-NWSL,2a94c73f
Regular Season,15,Sun,7/9/23,17:30,Gotham FC,2.5,2–1,1.7,Thorns,"3,932",Red Bull Arena,Greg Dopka,Match Report,https://fbref.com/en/matches/78a1130b/Gotham-FC-Portland-Thorns-FC-July-9-2023-NWSL,78a1130b
Regular Season,15,Sat,7/8/23,19:00 (22:00),Wave,1.6,2–2,1.1,Spirit,"14,362",Snapdragon Stadium,Adam Kilpatrick,Match Report,https://fbref.com/en/matches/9f9f9f44/San-Diego-Wave-Washington-Spirit-July-8-2023-NWSL,9f9f9f44
Regular Season,15,Sun,7/9/23,17:00 (20:00),Angel City,2.7,2–1,0.5,Courage,"17,876",BMO Stadium,Jeremy Scheer,Match Report,https://fbref.com/en/matches/da63ca52/Angel-City-FC-North-Carolina-Courage-July-9-2023-NWSL,da63ca52
Regular Season,16,Fri,8/18/23,19:00 (20:00),Current,1.2,1–0,1.6,Reign,"13,455",Children's Mercy Park,Karen Callado,Match Report,https://fbref.com/en/matches/1da7faf9/Kansas-City-Current-OL-Reign-August-18-2023-NWSL,1da7faf9
Regular Season,16,Sat,8/19/23,19:30,Louisville,1.2,1–1,1.3,Angel City,"10,214",Lynn Family Stadium,Danielle Chesky,Match Report,https://fbref.com/en/matches/8dea19d0/Racing-Louisville-Angel-City-FC-August-19-2023-NWSL,8dea19d0
Regular Season,16,Sat,8/19/23,17:00 (20:00),Wave,1.5,2–1,0.9,Gotham FC,"12,045",Snapdragon Stadium,Elton Garcia,Match Report,https://fbref.com/en/matches/4366d18b/San-Diego-Wave-Gotham-FC-August-19-2023-NWSL,4366d18b
Regular Season,16,Sun,8/20/23,19:00,Pride,2.6,5–0,0.5,Red Stars,"5,904",Exploria Stadium,Anya Voigt,Match Report,https://fbref.com/en/matches/ce23a8c3/Orlando-Pride-Chicago-Red-Stars-August-20-2023-NWSL,ce23a8c3
Regular Season,16,Sat,8/19/23,19:30 (20:30),Dash,0.9,1–1,0.8,Spirit,"4,822",Shell Energy Stadium,Eric Tattersall,Match Report,https://fbref.com/en/matches/86457d5c/Houston-Dash-Washington-Spirit-August-19-2023-NWSL,86457d5c
Regular Season,16,Sun,8/20/23,19:30 (22:30),Thorns,1.8,2–1,0.9,Courage,"22,107",Providence Park,Matthew Thompson,Match Report,https://fbref.com/en/matches/bd44bb43/Portland-Thorns-FC-North-Carolina-Courage-August-20-2023-NWSL,bd44bb43
Regular Season,17,Fri,8/25/23,19:00,Pride,1.3,1–2,0.6,Wave,"7,556",Exploria Stadium,Matthew Thompson,Match Report,https://fbref.com/en/matches/6042fdb4/Orlando-Pride-San-Diego-Wave-August-25-2023-NWSL,6042fdb4
Regular Season,17,Sun,8/27/23,14:00,Courage,1.7,1–1,1,Red Stars,"3,987",Sahlen's Stadium at WakeMed Soccer Park,Kevin Broadley,Match Report,https://fbref.com/en/matches/0fc70274/North-Carolina-Courage-Chicago-Red-Stars-August-27-2023-NWSL,0fc70274
Regular Season,17,Sun,8/27/23,17:00,Spirit,1.3,1–1,1.2,Thorns,"13,048",Audi Field,Jeremy Scheer,Match Report,https://fbref.com/en/matches/b9858345/Washington-Spirit-Portland-Thorns-FC-August-27-2023-NWSL,b9858345
Regular Season,17,Sun,8/27/23,17:30,Gotham FC,1.5,0–0,0.9,Louisville,"4,231",Red Bull Arena,Anya Voigt,Match Report,https://fbref.com/en/matches/cc8f4050/Gotham-FC-Racing-Louisville-August-27-2023-NWSL,cc8f4050
Regular Season,17,Sat,8/26/23,19:30 (20:30),Dash,1,1–1,1.2,Current,"4,536",Shell Energy Stadium,Shawn Tehini,Match Report,https://fbref.com/en/matches/0359e2a8/Houston-Dash-Kansas-City-Current-August-26-2023-NWSL,0359e2a8
Regular Season,17,Sun,8/27/23,17:00 (20:00),Angel City,1.1,2–1,1.6,Reign,"22,000",BMO Stadium,Brad Jensen,Match Report,https://fbref.com/en/matches/02cc2db8/Angel-City-FC-OL-Reign-August-27-2023-NWSL,02cc2db8
Regular Season,18,Fri,9/1/23,19:00 (20:00),Current,1.6,0–1,1,Angel City,"11,827",Children's Mercy Park,Calin Radosav,Match Report,https://fbref.com/en/matches/32b74c42/Kansas-City-Current-Angel-City-FC-September-1-2023-NWSL,32b74c42
Regular Season,18,Sat,9/2/23,19:30,Courage,1,3–3,2.9,Gotham FC,"6,389",Sahlen's Stadium at WakeMed Soccer Park,Abdou Ndiaye,Match Report,https://fbref.com/en/matches/8777bb7e/North-Carolina-Courage-Gotham-FC-September-2-2023-NWSL,8777bb7e
Regular Season,18,Sat,9/2/23,19:30,Louisville,1.9,2–1,1.1,Thorns,"5,778",Lynn Family Stadium,Karen Callado,Match Report,https://fbref.com/en/matches/f80ba5a9/Racing-Louisville-Portland-Thorns-FC-September-2-2023-NWSL,f80ba5a9
